"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"hsa-miR-20a-5p",417.529703944434,-10.9178757581873,1.07362775213284,-10.1691445070213,2.72289599874582e-24,1.50666911930602e-23
"hsa-miR-378i",33.0418395734088,-9.50774322023457,0.945928484341822,-10.0512283725657,9.07293277233228e-24,4.93724212220867e-23
"hsa-mir-142",102.651598220788,10.7889260705528,1.07341666763671,10.0510141083483,9.09268342644281e-24,4.93724212220867e-23
"hsa-miR-455-5p",73.9018837125276,-8.61832127147161,0.868248844876285,-9.92609586794166,3.20561830206034e-23,1.72450391990468e-22
"hsa-miR-93-5p",132.367611698223,-9.29802632134989,0.938488860175688,-9.90744452694864,3.86402892422573e-23,2.05963376603225e-22
"hsa-mir-9-1",203.93129327922,11.7495687234649,1.18663606458912,9.90157730250116,4.09760749484838e-23,2.13834422228512e-22
"hsa-mir-9-2",203.946162074896,11.749671031638,1.18664842607627,9.90156037242558,4.09830132328901e-23,2.13834422228512e-22
"hsa-mir-9-3",203.961975746983,11.7497645452046,1.18672729206687,9.90098114684841,4.12210934416408e-23,2.13834422228512e-22
"hsa-miR-145-5p",109.755154410289,-9.71960255430722,0.982690061228326,-9.8908119027459,4.56311922097068e-23,2.3461701481274e-22
"hsa-miR-378c",27.2230534041789,-9.2104349902883,0.94212613545295,-9.77622278343882,1.42426947740604e-22,7.25877689800795e-22
"hsa-mir-125a",39.2312689027693,9.43696995274354,0.9657865253948,9.77127937137645,1.49551469333213e-22,7.5556003202258e-22
"hsa-miR-17-5p",170.130040185814,-9.67573699405689,0.990635721377826,-9.7671997741,1.55695853067369e-22,7.79821470966738e-22
"hsa-mir-199a-1",56.208741579273,9.93614141779047,1.01857070302933,9.75498449762931,1.75627508128323e-22,8.64742222225048e-22
"hsa-mir-199a-2",56.208741579273,9.93614141779047,1.01857070302933,9.75498449762931,1.75627508128323e-22,8.64742222225048e-22
"hsa-miR-629-5p",30.9236169446296,-9.29462655982075,0.954826038509961,-9.73436645519779,2.15154182214094e-22,1.0504586543394e-21
"hsa-miR-224-5p",146.670270440154,-11.1154815348594,1.15526237331018,-9.62160786299149,6.48100515798461e-22,3.13788666399088e-21
"hsa-miR-412-5p",3.39997267048046,-22.7080765945299,2.39106685064716,-9.49704797604626,2.15924571887959e-21,1.03679484518103e-20
"hsa-mir-744",29.9563787809512,9.05170164352981,0.956987271272087,9.45853922539401,3.12275054798398e-21,1.48714595768745e-20
"hsa-mir-155",35.7688094333676,9.29694001911994,0.984626591831743,9.44209723386045,3.65391480494496e-21,1.72595487940896e-20
"hsa-mir-342",86.1340487829883,10.5228500304243,1.11947508386247,9.39980726870468,5.46631072495849e-21,2.5612310735491e-20
"hsa-mir-199b",46.3697511957229,9.6556016380956,1.02807317010077,9.39194010592573,5.89050730912469e-21,2.73790779728115e-20
"hsa-mir-26b",38.5442025179186,9.39522987230055,1.01010885966429,9.30120529328196,1.38862483852804e-20,6.40310342210154e-20
"hsa-let-7d",18.6001745533576,8.3856092184822,0.901719626089574,9.29957491870006,1.4100829280449e-20,6.45085182042588e-20
"hsa-mir-425",76.0122276527444,10.3432613132822,1.11737958625586,9.25671225831204,2.10823816666853e-20,9.56942480339387e-20
"hsa-mir-223",96.622293184826,10.6748128205566,1.17460953990697,9.08796707151041,1.00908089382181e-19,4.54477518845325e-19
